CustomerId,Age,Income,is_high_risk
272,42,50845.09512605092,0
273,36,65506.76487518048,0
274,22,37080.57405429,0
275,24,98769.66370120787,1
276,68,44022.434025167495,0
277,29,40279.37183513983,0
278,42,44944.81757376971,0
279,65,72785.0031839181,0
280,60,99930.66231682074,0
281,65,83519.46026399714,0
282,69,85521.95739958291,0
283,23,37752.39554813563,0
284,42,96274.00370052147,0
285,38,56131.34930860212,0
286,50,59675.6079125507,0
287,22,44924.99369621011,1
288,33,58041.67618736906,1
289,29,46786.81693982169,0
290,38,61850.772261487014,0
291,34,85040.7819560238,0
292,27,49494.44023501707,0
293,20,40769.50387570938,0
294,50,35873.17792797386,0
295,67,64434.14938266637,1
296,66,76928.20237114548,0
297,68,66926.01639219813,0
298,25,44552.18478734979,0
299,34,50402.08923605278,0
300,49,62764.58222983619,0
301,37,53397.24619099919,0
302,45,58048.94968702771,0
303,59,89717.82769657072,1
304,27,53807.625555200815,0
305,62,67188.7603472585,0
306,50,76564.28724367471,0
307,65,34325.56675180145,0
308,52,41990.33882673712,0
309,47,97084.40085416596,0
310,50,68749.11556860823,0
311,39,76641.37261898046,0
312,34,51191.0564032795,0
313,35,82860.0135081299,0
314,53,90662.57602504113,0
315,34,64199.28124093891,0
316,21,35032.02859965425,0
317,29,35614.53954696082,0
318,21,96755.95156742899,0
319,38,36992.04225983247,1
320,68,66235.36623123236,0
321,47,98491.96705289987,0
322,47,59773.42171583169,0
323,69,91031.34662791982,0
324,22,92110.37012441306,0
325,29,53697.45539159105,0
326,34,49003.8952249901,0
327,34,40264.15705193071,0
328,28,90470.67291917457,1
329,24,92959.87755216929,0
330,61,86918.41908349935,0
331,27,92307.38314098929,0
332,44,70196.00300293637,0
333,28,99730.27816533369,0
334,29,83526.37886604713,0
335,45,64987.55804240123,0
336,50,72915.06169179005,0
337,57,95937.23412940113,0
338,48,90962.33990186667,0
339,24,59847.29263385976,0
340,21,47395.95964550576,0
341,63,55085.73426326788,0
342,38,30829.870524717073,0
343,66,74239.39408920282,0
344,43,69549.9979827341,0
345,65,87223.66545630983,0
346,50,68733.35706959393,0
347,47,80240.5578320444,0
348,24,33963.04811943064,0
349,61,67113.54881503314,0
350,57,49783.79241660451,0
351,66,85795.37645939295,1
352,44,82897.7243934664,0
353,34,37733.867404621305,0
354,53,45114.79206572703,0
355,32,43249.80054777722,0
356,32,61106.76536107454,0
357,57,38318.73940757716,0
358,63,50463.06610898434,0
359,26,79468.60662397603,0
360,68,92519.71028656035,0
361,57,99873.85155015002,0
362,67,98358.01744411947,0
363,35,87668.83606198357,0
364,37,75325.54301808661,0
365,21,46600.36512655516,0
366,49,69743.2857836756,0
367,65,73703.4868585844,0
368,66,96188.73406372168,0
369,60,94834.98737789982,0
370,33,39036.34632098142,0
371,40,98758.51929489874,1
372,25,41259.74487045001,0
373,40,32461.249930204707,1
374,22,50528.62600199811,0
375,50,42861.72480896996,0
376,39,34568.89947152293,0
377,59,89543.274596909,0
378,34,93569.24395924415,0
379,21,30429.005311957655,0
380,34,51746.79541383626,0
381,54,93608.49364120341,0
382,46,88263.31984435082,1
383,33,37719.37097935968,1
384,20,95816.39350110225,0
385,43,32371.282508472505,0
386,55,55651.96524379858,0
387,51,70045.2782824802,0
388,35,31202.10934636587,0
389,39,55807.41966944013,0
390,41,98637.8212821948,0
391,30,73233.35670877688,1
392,67,42687.34642463085,0
393,34,45108.57376911742,1
394,22,81759.2539566106,0
395,32,32530.686237890244,0
396,60,74711.74794024666,0
397,38,97214.43450305313,0
398,41,58999.379331291784,1
399,56,70748.49595738851,0
400,29,82256.79775126626,0
401,58,77274.82389060615,0
402,37,46946.927012844084,0
403,63,47875.593856420994,0
404,53,37878.8155155861,0
405,29,48219.82380155164,0
406,57,50958.89461726429,0
407,28,32965.335236694744,1
408,36,82695.5044836807,0
409,56,61090.09415540837,0
410,52,68307.22294702011,0
411,30,74878.36255363855,0
412,49,88773.71471030926,0
413,24,93825.43582566215,0
414,20,42394.96453411578,1
415,37,40515.042682684805,0
416,65,40537.856928517525,0
417,59,99919.13790292418,0
418,41,32958.82959651542,0
419,63,79351.40244081682,0
420,58,47226.589526681084,0
421,40,49301.07458865292,0
422,67,41606.436522120464,0
423,32,43602.8447711642,0
424,60,55315.172942851364,0
425,37,84120.40205820429,0
426,25,69233.14375214512,0
427,47,65468.17069657799,0
428,40,58261.31028734511,0
429,68,42674.402938117506,0
430,69,96538.52603606295,0
431,50,98539.37422624075,0
432,21,75749.2507881635,0
433,49,47741.75857092552,0
434,26,49104.520927291574,0
435,38,89941.01355880016,0
436,34,50783.87555408021,0
437,33,54005.45810856937,0
438,48,83065.34781044515,0
439,25,58092.78107588568,0
440,47,47709.9818358293,0
441,39,41888.76033108735,1
442,54,93471.96608007877,0
443,21,41488.01077170532,0
444,59,98417.22602457686,0
445,48,62316.14265329907,0
446,23,60005.34885451006,0
447,39,44060.95149841604,1
448,34,56249.45014626127,0
449,61,88491.66145254113,0
450,57,93632.86589199651,0
451,26,96282.72177394295,0
452,68,45610.884898831464,1
453,48,54115.98038962141,0
454,65,60551.387917617896,0
455,67,81009.7479562845,0
456,55,53163.600815461825,0
457,55,75836.79100212504,0
458,42,44421.21830039632,0
459,26,33037.76859092363,0
460,21,93799.90531972033,0
461,66,37345.74262295646,0
462,58,41952.46459548108,0
463,34,69539.44196997021,0
464,42,94741.77102873847,0
465,40,76778.16060457221,0
466,45,70174.00162623837,0
467,53,58837.17759270592,0
468,50,79719.09939984747,0
469,23,95647.18756627933,0
470,64,86602.56223366196,0
471,62,34654.355662233655,0
472,58,63077.14447176305,1
473,25,56742.43812878897,0
474,46,37859.09308302367,0
475,53,96103.25650238042,0
476,42,77094.13203103752,0
477,43,48396.99921870592,0
478,23,51027.286277197985,0
479,36,54545.449806781304,0
480,29,37152.062612490656,0
481,46,42566.98047455667,0
482,25,94041.48664321593,0
483,23,79236.64799060964,0
484,59,68044.26203960436,0
485,68,52315.88532253858,0
486,64,67590.63599777888,0
487,50,34095.08630122451,1
488,61,78496.58756943705,0
489,49,76224.73299798793,0
490,32,57113.33945996847,0
491,43,85319.79147609892,0
492,48,81395.28376702082,1
493,24,73874.38818323612,0
494,32,97277.27124793756,1
495,33,36524.974812488894,1
496,41,70092.86632993983,0
497,59,43100.152202355835,0
498,24,89439.56453127855,0
499,41,59513.37885455295,0
500,47,96843.55362545024,0
